field_id	title	availability	stability	private	value_type	base_type	item_type	strata	instanced	arrayed	sexed	units	main_category	encoding_id	instance_id	instance_min	instance_max	array_min	array_max	notes	debut	version	num_participants	item_count	showcase_order	tier
27696	Mean thickness of S-temporal-inf (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm	197	0	2	2	3	0	0	Mean thickness of S-temporal-inf in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27697	Mean thickness of S-temporal-sup (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm	197	0	2	2	3	0	0	Mean thickness of S-temporal-sup in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27698	Mean thickness of S-temporal-transverse (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm	197	0	2	2	3	0	0	Mean thickness of S-temporal-transverse in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43165	46024	0	0
27699	Volume of G+S-frontomargin (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G+S-frontomargin in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27700	Volume of G+S-occipital-inf (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G+S-occipital-inf in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27701	Volume of G+S-paracentral (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G+S-paracentral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27702	Volume of G+S-subcentral (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G+S-subcentral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27703	Volume of G+S-transv-frontopol (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G+S-transv-frontopol in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27704	Volume of G+S-cingul-Ant (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G+S-cingul-Ant in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27705	Volume of G+S-cingul-Mid-Ant (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G+S-cingul-Mid-Ant in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27706	Volume of G+S-cingul-Mid-Post (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G+S-cingul-Mid-Post in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27707	Volume of G-cingul-Post-dorsal (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G-cingul-Post-dorsal in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27708	Volume of G-cingul-Post-ventral (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G-cingul-Post-ventral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27709	Volume of G-cuneus (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G-cuneus in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27710	Volume of G-front-inf-Opercular (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G-front-inf-Opercular in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27711	Volume of G-front-inf-Orbital (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G-front-inf-Orbital in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27712	Volume of G-front-inf-Triangul (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G-front-inf-Triangul in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27713	Volume of G-front-middle (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G-front-middle in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27714	Volume of G-front-sup (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G-front-sup in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27715	Volume of G-Ins-lg+S-cent-ins (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G-Ins-lg+S-cent-ins in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27716	Volume of G-insular-short (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G-insular-short in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27717	Volume of G-occipital-middle (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G-occipital-middle in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27718	Volume of G-occipital-sup (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G-occipital-sup in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27719	Volume of G-oc-temp-lat-fusifor (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G-oc-temp-lat-fusifor in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27720	Volume of G-oc-temp-med-Lingual (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G-oc-temp-med-Lingual in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27721	Volume of G-oc-temp-med-Parahip (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G-oc-temp-med-Parahip in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27722	Volume of G-orbital (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G-orbital in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27723	Volume of G-pariet-inf-Angular (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G-pariet-inf-Angular in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27724	Volume of G-pariet-inf-Supramar (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G-pariet-inf-Supramar in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27725	Volume of G-parietal-sup (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G-parietal-sup in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27726	Volume of G-postcentral (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G-postcentral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27727	Volume of G-precentral (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G-precentral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27728	Volume of G-precuneus (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G-precuneus in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27729	Volume of G-rectus (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G-rectus in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27730	Volume of G-subcallosal (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G-subcallosal in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27731	Volume of G-temp-sup-G-T-transv (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G-temp-sup-G-T-transv in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27732	Volume of G-temp-sup-Lateral (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G-temp-sup-Lateral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27733	Volume of G-temp-sup-Plan-polar (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G-temp-sup-Plan-polar in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27734	Volume of G-temp-sup-Plan-tempo (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G-temp-sup-Plan-tempo in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27735	Volume of G-temporal-inf (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G-temporal-inf in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27736	Volume of G-temporal-middle (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of G-temporal-middle in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27737	Volume of Lat-Fis-ant-Horizont (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of Lat-Fis-ant-Horizont in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27738	Volume of Lat-Fis-ant-Vertical (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of Lat-Fis-ant-Vertical in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43157	46013	0	0
27739	Volume of Lat-Fis-post (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of Lat-Fis-post in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27740	Volume of Pole-occipital (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of Pole-occipital in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27741	Volume of Pole-temporal (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of Pole-temporal in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27742	Volume of S-calcarine (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of S-calcarine in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27743	Volume of S-central (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of S-central in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27744	Volume of S-cingul-Marginalis (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of S-cingul-Marginalis in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27745	Volume of S-circular-insula-ant (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of S-circular-insula-ant in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27746	Volume of S-circular-insula-inf (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of S-circular-insula-inf in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27747	Volume of S-circular-insula-sup (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of S-circular-insula-sup in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27748	Volume of S-collat-transv-ant (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of S-collat-transv-ant in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27749	Volume of S-collat-transv-post (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of S-collat-transv-post in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27750	Volume of S-front-inf (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of S-front-inf in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27751	Volume of S-front-middle (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of S-front-middle in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27752	Volume of S-front-sup (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of S-front-sup in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27753	Volume of S-interm-prim-Jensen (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of S-interm-prim-Jensen in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43162	46021	0	0
27754	Volume of S-intrapariet+P-trans (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of S-intrapariet+P-trans in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27755	Volume of S-oc-middle+Lunatus (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of S-oc-middle+Lunatus in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27756	Volume of S-oc-sup+transversal (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of S-oc-sup+transversal in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27757	Volume of S-occipital-ant (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of S-occipital-ant in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27758	Volume of S-oc-temp-lat (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of S-oc-temp-lat in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27759	Volume of S-oc-temp-med+Lingual (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of S-oc-temp-med+Lingual in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27760	Volume of S-orbital-lateral (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of S-orbital-lateral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27761	Volume of S-orbital-med-olfact (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of S-orbital-med-olfact in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27762	Volume of S-orbital-H-Shaped (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of S-orbital-H-Shaped in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27763	Volume of S-parieto-occipital (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of S-parieto-occipital in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27764	Volume of S-pericallosal (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of S-pericallosal in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27765	Volume of S-postcentral (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of S-postcentral in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27766	Volume of S-precentral-inf-part (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of S-precentral-inf-part in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27767	Volume of S-precentral-sup-part (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of S-precentral-sup-part in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27768	Volume of S-suborbital (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of S-suborbital in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27769	Volume of S-subparietal (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of S-subparietal in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27770	Volume of S-temporal-inf (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of S-temporal-inf in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27771	Volume of S-temporal-sup (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of S-temporal-sup in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43166	46025	0	0
27772	Volume of S-temporal-transverse (right hemisphere)	0	2	0	31	0	0	3	1	0	0	mm3	197	0	2	2	3	0	0	Volume of S-temporal-transverse in the right hemisphere generated by parcellation of the white surface using Destrieux (a2009s) parcellation	2019-04-12	2021-03-05	43165	46024	0	0
30000	White blood cell (leukocyte) count	0	0	0	31	0	0	0	1	0	0	10^9 cells/Litre	100081	0	2	0	2	0	0	Result of "White Blood Cell Count" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. White blood count is the number of leukocytes. <p> Analyser operating range was 0 to 9x10^11 cells/Litre. <p> Typical reference range is 3.5x10^9 to 9.6x10^9 cells/Litre.	2012-01-05	2016-02-23	479321	503416	0	0
30001	White blood cell (leukocyte) count freeze-thaw cycles	0	0	0	11	0	0	2	1	0	0		9081	0	2	0	0	0	0	Number of freeze-thaw cycles sample went through before "White Blood Cell Count" assay was performed (blood sample obtained from UK Biobank assessment centre visit).	2012-01-05	2012-03-22	474868	474868	0	0
30002	White blood cell (leukocyte) count acquisition time	0	0	0	61	0	0	2	1	0	0		9081	0	2	0	2	0	0	Original collection time of sample used for "White Blood Cell Count" assay (blood sample obtained from UK Biobank assessment centre visit).	2012-01-05	2016-02-23	479321	503416	0	0
30003	White blood cell (leukocyte) count device ID	0	0	0	41	0	0	2	1	0	0		9081	0	2	0	2	0	0	Identifier for device used to measure White blood cell (leukocyte) count	2012-01-05	2016-02-23	479321	503416	0	0
30004	White blood cell (leukocyte) count acquisition route	0	0	0	21	11	0	2	1	0	0		9081	2226	2	0	2	0	0	Route whereby data for White blood cell (leukocyte) count was transferred from analyser device to UK Biobank core LIMS database.	2012-01-05	2016-02-22	479321	503416	0	0
30010	Red blood cell (erythrocyte) count	0	0	0	31	0	0	0	1	0	0	10^12 cells/Litre	100081	0	2	0	2	0	0	Result of "Red Blood Cell Count" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Red blood cells is the number of erythrocytes. <p> Analyser operating range was 0 to 2x10^13 cells/Litre. <p> Typical reference range is 3.9x10^12 to 5.5x10^12 cells/Litre.	2012-01-05	2016-02-23	479326	503420	0	0
30011	Red blood cell (erythrocyte) count freeze-thaw cycles	0	0	0	11	0	0	2	1	0	0		9081	0	2	0	0	0	0	Number of freeze-thaw cycles sample went through before "Red Blood Cell Count" assay was performed (blood sample obtained from UK Biobank assessment centre visit).	2012-01-05	2012-03-22	474873	474873	0	0
30012	Red blood cell (erythrocyte) count acquisition time	0	0	0	61	0	0	2	1	0	0		9081	0	2	0	2	0	0	Original collection time of sample used for "Red Blood Cell Count" assay (blood sample obtained from UK Biobank assessment centre visit).	2012-01-05	2016-02-23	479326	503420	0	0
30013	Red blood cell (erythrocyte) count device ID	0	0	0	41	0	0	2	1	0	0		9081	0	2	0	2	0	0	Identifier for device used to measure Red blood cell (erythrocyte) count	2012-01-05	2016-02-23	479326	503420	0	0
30014	Red blood cell (erythrocyte) count acquisition route	0	0	0	21	11	0	2	1	0	0		9081	2226	2	0	2	0	0	Route whereby data for Red blood cell (erythrocyte) count was transferred from analyser device to UK Biobank core LIMS database.	2012-01-05	2016-02-22	479326	503420	0	0
30020	Haemoglobin concentration	0	0	0	31	0	0	0	1	0	0	grams/decilitre	100081	0	2	0	2	0	0	Result of "Haemoglobin Concentration" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. <p> Analyser operating range was 0 to 99.9g/dL <p> Typical reference range is 12.1 to 16.3g/dL	2012-01-05	2016-02-23	479325	503422	0	0
30021	Haemoglobin concentration freeze-thaw cycles	0	0	0	11	0	0	2	1	0	0		9081	0	2	0	0	0	0	Number of freeze-thaw cycles sample went through before "Haemoglobin Concentration" assay was performed (blood sample obtained from UK Biobank assessment centre visit).	2012-01-05	2012-03-22	474873	474873	0	0
30022	Haemoglobin concentration acquisition time	0	0	0	61	0	0	2	1	0	0		9081	0	2	0	2	0	0	Original collection time of sample used for "Haemoglobin Concentration" assay (blood sample obtained from UK Biobank assessment centre visit).	2012-01-05	2016-02-23	479325	503422	0	0
30023	Haemoglobin concentration device ID	0	0	0	41	0	0	2	1	0	0		9081	0	2	0	2	0	0	Identifier for device used to measure Haemoglobin concentration	2012-01-05	2016-02-23	479325	503422	0	0
30024	Haemoglobin concentration acquisition route	0	0	0	21	11	0	2	1	0	0		9081	2226	2	0	2	0	0	Route whereby data for Haemoglobin concentration was transferred from analyser device to UK Biobank core LIMS database.	2012-01-05	2016-02-22	479325	503422	0	0
30030	Haematocrit percentage	0	0	0	31	0	0	0	1	0	0	percent	100081	0	2	0	2	0	0	Result of "Haematocrit" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Haematocrit Percentage is the relative volume of packed erythrocytes to whole blood, computed by the formula: (red blood cells x mean corpuscular volume) / 10. <p> Analyser operating range was 0 to 99.9% <p> Typical reference range is 35.4 to 47.2%	2012-01-05	2016-03-22	479326	503422	0	0
30031	Haematocrit freeze-thaw cycles	0	0	0	11	0	0	2	1	0	0		9081	0	2	0	0	0	0	Number of freeze-thaw cycles sample went through before "Haematocrit" assay was performed (blood sample obtained from UK Biobank assessment centre visit).	2012-01-05	2012-03-22	474873	474873	0	0
30032	Haematocrit acquisition time	0	0	0	61	0	0	2	1	0	0		9081	0	2	0	2	0	0	Original collection time of sample used for "Haematocrit" assay (blood sample obtained from UK Biobank assessment centre visit).	2012-01-05	2016-02-23	479326	503422	0	0
30033	Haematocrit percentage device ID	0	0	0	41	0	0	2	1	0	0		9081	0	2	0	2	0	0	Identifier for device used to measure Haematocrit percentage	2012-01-05	2016-02-23	479326	503422	0	0
30034	Haematocrit percentage acquisition route	0	0	0	21	11	0	2	1	0	0		9081	2226	2	0	2	0	0	Route whereby data for Haematocrit percentage was transferred from analyser device to UK Biobank core LIMS database.	2012-01-05	2016-02-22	479326	503422	0	0
30040	Mean corpuscular volume	0	0	0	31	0	0	0	1	0	0	femtolitres	100081	0	2	0	2	0	0	Result of "Mean Corpuscular Volume" assay, performed on blood sample, obtained from UK Biobank assessment centre visit. Mean Corpuscular Haemoglobin Concentration (pg) is the weight of hemoglobin in the average erythrocyte, computed by the formula: MCH = (hemoglobin/red blood cells) x 10.	2012-01-05	2016-02-23	479325	503420	0	0
30041	Mean corpuscular volume freeze-thaw cycles	0	0	0	11	0	0	2	1	0	0		9081	0	2	0	0	0	0	Number of freeze-thaw cycles sample went through before "Mean Corpuscular Volume" assay was performed (blood sample obtained from UK Biobank assessment centre visit).	2012-01-05	2012-03-22	474871	474871	0	0
